"","non_treatment_1","non_treatment_2","non_treatment_3","control_1","control_2","control_3","siSOX10_1","siSOX10_2","siSOX10_3","siSOX10_control_1","siSOX10_control_2","siSOX10_control_3"
"ENSG00000187608.11",324.10302778437,388.666247804577,305.617695852244,476.472211903626,443.617762846249,361.089073856766,277.164964913027,206.420702587884,234.98886278588,367.123319439041,422.46247292061,510.697502996382
"ENSG00000188157.16",213.727383647278,249.856873588657,202.26010775061,276.202019250907,224.664789767628,351.25013451462,585.761008321347,569.467640034117,481.329844546923,444.918499034456,441.568815917019,584.042357150118
"ENSG00000291156.2",154.525901791929,124.267439774253,89.9923827436636,171.795757678399,178.0182868074,130.857893250545,167.632418641556,124.938846303193,155.524029959737,219.399888521903,255.812703451927,330.504589705106
"ENSG00000131591.19",370.260115332609,457.409937892462,429.468598836098,382.506576488369,455.041396224264,367.976331396268,655.290363780628,671.77263736934,553.983405987967,624.109643046369,608.218585385702,655.576227250675
"ENSG00000078808.21",5840.87840474557,6669.45993256494,6214.82049145598,6055.56317120544,6389.61893610305,7624.1940962291,9856.97670750832,9125.06254992666,10212.3662300569,7168.51986361803,6646.8844357509,7436.80601437817
"ENSG00000176022.7",1279.35405704357,1167.32073745388,1105.74798994937,1285.14616517432,1336.56510522775,854.019934898291,1222.00223361998,1141.65134194439,1361.11906512208,1473.73789660529,1340.62840024807,1455.12568672905
"ENSG00000184163.3",2.00682989340167,1.32199404015162,4.45506845265661,3.79659132990937,1.90393889633583,17.7100908158632,97.1506062581746,50.6998216882521,31.7859331304571,17.4820628304305,31.8439049940158,17.2043485051973
"ENSG00000160087.22",1306.44626060449,1526.90311637512,1417.60278163533,1373.41691359471,1406.05887494401,1252.49697825521,1870.62539893191,1484.78049229881,1357.71342942953,1773.55527414717,1615.5474466964,1812.79503723184
"ENSG00000162572.21",20.0682989340167,9.25395828106136,16.0382464295638,26.5761393093656,26.6551445487016,0.983893934214621,42.8605615844888,34.4034504313139,0,47.2015696421624,42.4585399920211,16.298856478608
"ENSG00000131584.20",490.669908936709,428.326069009126,597.870186346518,647.318821749547,671.13846095838,603.126981673563,530.518506723561,555.887330653336,376.89034997542,472.015696421624,663.41468737533,413.809856151324
"ENSG00000169972.14",751.557795078927,738.994668444757,845.571992314225,765.013152976738,777.759039153187,972.087207004046,752.440970038803,679.015469039091,619.825696043914,567.29293884747,508.441016404453,701.756320606731
"ENSG00000127054.23",2740.32621943999,2621.51418162067,2561.66436027755,2465.88606877613,2440.84966510253,2654.54583451105,2376.38002562888,2248.89923345747,2136.46879112573,1978.96951240473,1878.79039464693,2126.09527843175
"ENSG00000224051.8",445.516236335172,461.375920012916,480.256379196383,520.133012197584,498.831990839988,607.062557410421,500.992342076469,447.244855607081,404.135435515812,510.476234648571,539.223457898668,657.387211303854
"ENSG00000107404.22",211.720553753877,277.618748431841,296.707558946931,261.015653931269,325.573551273427,360.105179922551,347.646777296409,364.857645363671,362.132595307708,310.306615240141,329.053684938164,514.31947110274
"ENSG00000162576.18",37.126353027931,31.727856963639,13.3652053579698,44.6099481264351,54.2622585455712,12.7906211447901,90.4834077894763,34.4034504313139,44.2732640031367,90.0326235767171,100.83903248105,42.5581252496985
"ENSG00000175756.15",3853.11339533121,3923.67831117002,3918.67821095676,4170.55557590544,4165.8183051828,5224.47679067964,3820.3047225641,3396.88805311289,4156.01075680727,3611.79418076694,3637.63541381641,4598.08851102062
"ENSG00000221978.14",2373.07634894748,1479.31133092967,1831.9241477324,3499.50805834396,3505.15150815426,1418.77505313748,3545.99712842337,3025.69293003819,1271.43732521829,2319.86973759813,3100.53488291734,1416.18952958571
"ENSG00000224870.10",652.219715355544,598.863300188685,563.120652415796,607.454612785499,587.365149519604,488.011391370452,630.526483754035,720.661751140155,505.169294394765,522.713678629872,647.492734878322,566.838008644921
"ENSG00000242485.7",1492.07802574414,1522.93713425467,1179.70212626347,1448.39959236042,1573.60549782156,1321.36955365024,1055.32227190252,969.634089787821,1145.42880459397,1099.62175203408,935.149343324265,977.025896689888
"ENSG00000301639.1",8.0273195736067,6.60997020075811,2.67304107159397,5.69488699486405,10.4716639298471,3.93557573685849,6.66719846869826,17.201725215657,11.3521189751633,10.4892376982583,11.6760984978058,12.6768883722506
"ENSG00000272455.1",20.0682989340167,13.2199404015162,9.80115059584455,41.7625046290031,34.270900134045,17.7100908158632,55.2425015977855,36.2141583487515,35.1915688230061,30.5936099532534,35.0282954934174,45.2746013294665
"ENSG00000225285.2",10.0341494670084,23.7958927227292,0.891013690531323,30.372730639275,14.2795417225187,3.93557573685849,7.619655392798,2.71606187615636,0,3.4964125660861,11.6760984978058,1.81098405317866
"ENSG00000179403.13",3.01024484010251,17.1859225219711,10.6921642863759,18.9829566495468,19.0393889633583,21.6456665527217,55.2425015977855,39.8355741836267,19.2986022577776,28.8454036702103,30.7824414942153,7.24393621271464
"ENSG00000160072.21",410.396713200642,314.634581556086,217.407340489643,652.064560911934,614.020294068305,252.860741093158,772.442565444898,724.28316697503,204.338141552939,487.749552969011,719.672252864758,280.702528242692
"ENSG00000197785.15",1252.26185348264,1220.20049905995,1373.9431107993,1262.36661719487,1495.54400307179,1691.31367291493,1708.70772183495,1665.85128404257,1696.00657488939,1506.07971284159,1396.88596573749,1784.72478440757
"ENSG00000160075.13",3742.73775119412,3972.59209065563,3591.67618653176,3636.1853462207,3790.74234260464,4629.22096047979,3670.76898548044,3250.22071180045,3952.80782715185,3551.48106400196,3468.86271734812,3985.97590104623
"ENSG00000215014.5",10.0341494670084,17.1859225219711,4.45506845265661,12.3389218222054,15.2315111706866,0,9.52456924099751,12.674955422063,2.27042379503265,13.1115471228229,12.7375619976063,2.71647607976799
"ENSG00000228594.4",1205.10135098771,1212.26853481904,1219.79774233738,1168.40098177961,1063.34987360356,984.877828148836,611.47734527204,581.237241497462,582.363703425876,1063.7835232317,1112.41374779095,1716.81288241337
"ENSG00000286989.2",17.0580540939142,47.5917854454584,37.4225750023156,45.5590959589124,32.3669612377091,12.7906211447901,26.668793874793,19.9177870918133,5.67605948758163,19.2302691134736,28.6595144946142,19.9208245849653
"ENSG00000272106.1",43.146842708136,31.727856963639,88.210355362601,75.9318265981874,84.7252808869445,76.7437268687405,189.53892789585,166.585128404257,88.5465280062735,91.7808298597601,118.883911977659,155.744628573365
"ENSG00000197530.14",598.035308233699,738.994668444757,683.407500637525,703.318543865711,704.457391644257,605.094769541992,1010.55679646984,838.357765773597,616.420060351365,918.682401739123,1090.12301429514,783.250602999771
"ENSG00000248333.10",163.556636312236,218.129016625018,277.105257755241,263.863097428701,236.088423145643,246.95737748787,367.648372702504,383.870078496766,449.543911416465,352.263566033175,324.807830938961,323.260653492391
"ENSG00000189339.13",756.574869812431,581.677377666714,719.939061949309,714.708317855439,752.055864052653,587.384678726129,1033.41576264823,1082.80333462767,828.704685186918,932.668052003467,1016.88203280891,725.299113298054
"ENSG00000310190.1",9.03073452030753,19.8299106022743,10.6921642863759,10.4406261572508,16.1834806188546,4.91946967107311,6.66719846869826,8.14818562846909,18.1633903602612,8.74103141521525,4.24585399920211,10.865904319072
"ENSG00000008128.24",6.02048968020502,17.1859225219711,16.9292601200951,25.6269914768882,10.4716639298471,16.7261968816486,51.4326739013865,34.4034504313139,13.6225427701959,27.9713005286888,13.7990254974069,14.4878724254293
"ENSG00000268575.1",40.1365978680335,34.3718450439422,51.6787940508167,28.4744349743203,36.1748390303808,37.3879695001556,76.1965539279801,56.1319454405648,45.4084759006531,59.4390136234637,59.4419559888295,72.4393621271465
"ENSG00000293188.2",337.147422091481,224.738986825776,310.0727643049,245.829288611632,261.791598246177,233.182862408865,306.69112956012,407.409281423454,332.617085972284,350.515359750132,369.389297930584,248.104815285477
"ENSG00000290854.2",37.126353027931,46.2697914053068,48.1147392886914,33.220174136707,43.7905946157241,34.4362876975118,51.4326739013865,44.3623439772206,39.7324164130714,39.3346413684686,40.33561299242,47.0855853826452
"ENSG00000008130.16",1233.19696949533,1134.27088645009,1321.37330305795,1175.99416443943,1265.16739661516,1596.85985523033,1420.11327383273,1320.00607181199,1652.86852278377,928.29753629586,1161.24106878178,1323.8293428736
"ENSG00000078369.20",6458.98201191329,6157.84823902626,7267.10765997347,5265.8721745843,5991.69570676886,7629.11356590017,6672.91321024285,6786.53327455603,9700.38566427701,6732.34239599879,6413.36246579479,10211.2335838479
"ENSG00000231050.4",5.01707473350418,6.60997020075811,7.12810952425058,14.2372174871601,12.3756028261829,0.983893934214621,3.809827696399,2.71606187615636,15.8929665652286,0,10.6146349980053,0
"ENSG00000067606.18",656.233375142347,631.913151192476,714.592979806121,680.538995886254,775.855100256851,580.497421186627,717.200063847112,627.41029339212,627.772179326529,568.167041988991,685.705420871141,595.81375349578
